软件名称,软件版本,依赖软件数,开发商,官网地址
openEuler:xmlrpc-c,1.51.08-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drivers,7.7-28.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-ati,19.1.0-3.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-dummy,0.3.8-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-evdev,2.10.6-4.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-fbdev,0.5.0-5.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-intel,2.99.917-45.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-libinput,1.2.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-nouveau,1.0.17-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-qxl,0.1.5-14.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-v4l,0.3.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-vesa,2.5.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-vmware,13.3.0-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-drv-wacom,0.40.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-font-utils,7.5-43.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-fonts,7.5-24.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-proto-devel,2021.5-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-server,1.20.11-4.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-server-utils,7.7-29.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-xauth,1.1-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xorg-x11-xinit,1.4.1-1.oe2203,0,openEuler,https://openeuler.org
openEuler:xorg-x11-xkb-utils,7.7-30.oe2203,0,openEuler,https://www.openeuler.org
openEuler:xz,5.2.5-2.oe2203,0,openEuler,https://www.openeuler.org
openEuler:yajl,2.1.0-15.oe2203,0,openEuler,https://openeuler.org
openEuler:yp-tools,4.2.3-5.oe2203,0,openEuler,https://www.openeuler.org
openEuler:ypbind,2.7.2-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:zenity,3.41.0-1.oe2203,0,openEuler,https://www.openeuler.org
openEuler:zip,3.0-29.oe2203,0,openEuler,https://www.openeuler.org
openEuler:zlib,1.2.11-19.oe2203,0,openEuler,https://www.openeuler.org
openEuler:zstd,1.5.0-1.oe2203,0,openEuler,https://openeuler.org
OpenFabrics Enterprise Distribution,4.17-1,0,openfabrics,https://www.openfabrics.org/
OpenFST,1.6.7,0,Google,http://www.openfst.org/twiki/bin/view/FST/WebHome
openGauss-connector-go-pq,v1.0.3,34,openGauss,https://gitee.com/opengauss/openGauss-connector-go-pq/
openGauss-connector-jdbc,3.0.0,0,openGauss,https://opengauss.org/zh/
openGauss-connector-odbc,3.0.0,0,openGauss,https://opengauss.org
openGauss-server,3.0.0,11,openGauss,https://opengauss.org/zh/
OpenH264,v2.2.0,0,Cisco Systems,https://www.openh264.org/
OpenHarmony,OpenHarmony-v3.1-Release,0,OpenAtom Foundation,https://gitee.com/openharmony
OpenHarmony30,3.0 LTS,0,¿ª·ÅÔ­×Ó¿ªÔ´»ù½ð»á£¨OpenAtom Foundation£©,https://gitee.com/openharmony
OpenHarmony31,3.1 Release,0,¿ª·ÅÔ­×Ó¿ªÔ´»ù½ð»á£¨OpenAtom Foundation£©,https://gitee.com/openharmony
OpenHPI,3.8.0,0,openhpi2,http://openhpi.org/
OpenJDK11,11.0.15,0,OpenJDK,http://openjdk.java.net/
OpenJDK17,17.0.3,0,OpenJDK,http://openjdk.java.net/
OpenJDK8,8u332,3,OpenJDK,http://openjdk.java.net/
OpenJDK8-aarch32,8u332,0,OpenJDK,http://openjdk.java.net/
OpenJDK8-aarch32,8u322,0,OpenJDK,http://openjdk.java.net/
OpenLayers,v6.5.0,23,The OpenLayers Dev Team,http://openlayers.org/
OpenLDAP,2.6.1,0,OpenLDAP,http://www.openldap.org/
openmaptiles-fonts,v2.0,132,openmaptiles,https://github.com/openmaptiles/fonts
OpenMesh,8.1,0,RWTH Aachen University,https://www.graphics.rwth-aachen.de/software/openmesh/
openmpi,4.1.1,0,Open MPI,https://www.open-mpi.org/
OpenOCD - Open On-Chip Debugger (JTAG),0.11.0,1,openocd.org,http://sourceforge.net/projects/openocd/
openPDF,1.3.20,5,LibrePDF,https://github.com/LibrePDF/OpenPDF
OpenPegasus,2.13.0,1,The Open Group,https://collaboration.opengroup.org/pegasus/
openpgm,v5.3.128,0,Steven McCoy,https://github.com/steve-o
openpyxl,3.0.9,1,chronossc,https://openpyxl.readthedocs.io
openresty,1.19.3.2,1,openresty,http://openresty.org/
OpenSceneGraph,3.6.4,0,OpenSceneGraph community,http://www.openscenegraph.org/
OpenSSH,8.8p1,4,OpenBSD Project,http://www.openssh.com/
OpenSSL,1.1.1n,0,openssl,https://www.openssl.org/
opentuner,0.8.7,9,jansel,http://opentuner.org/
openucx,v1.10.1,0,openucx,http://www.openucx.org/
OpenVG,1.1,0,Khronos Group,https://www.khronos.org/openvg/
openvino,2021.4.2,1,Intel OpenVINOþ Toolkit,https://github.com/openvinotoolkit/openvino
OpenVZ-vzctl,7.0.241,0,Virtuozzo,https://openvz.org/
OpenXR,1.0.20,0,The Khronos Group,https://www.khronos.org/;https://github.com/KhronosGroup/OpenXR-SDK
opkg,v21.02.2,1,OpenWrt,https://openwrt.org/docs/guide-user/additional-software/opkg
opkg-utils,0.4.5,0,git.yoctoproject.org,https://www.yoctoproject.org/
OptaPlanner,7.69.0.Final,39,Red Hat,https://www.optaplanner.org
OptaPlanner,7.51.0.Final,39,Red Hat,https://www.optaplanner.org
optee_client,3.14.0,0,linaro,https://github.com/OP-TEE/optee_client/
optee_os,3.14.0,0,linaro,https://github.com/OP-TEE/optee_os
optimized-routines,v21.02,0,Arm Software,https://github.com/ARM-software/optimized-routines
Opus,1.3.1,0,Xiph.Org,https://opus-codec.org/
OR-Tools - Google Optimization Tools,v8.2,2,google,https://developers.google.com/optimization
oracledb_exporter,0.3.2,51,iamseth,https://github.com/iamseth/oracledb_exporter
org.eclipse.osgi,3.16.200,0,Eclipse Foundation,https://www.eclipse.org/equinox/
ORMLite Android,5.3,0,j256,http://ormlite.com/javadoc/ormlite-android/
ORMLite Core,5.3,0,ormlite,http://ormlite.com/
osc-placement,1.7.0,60,Openstack,https://opendev.org/openstack/osc-placement
oshi,3.13.6,10,oshi,https://github.com/oshi/oshi/
oslo-reports,2.3.0,0,openstack,https://opendev.org/openstack/oslo.reports/
oslo-rootwrap,6.3.0,0,openstack,https://opendev.org/openstack/oslo.rootwrap/
oslo.cache,2.7.0,34,OpenStack,https://opendev.org/openstack/oslo.cache/
oslo.config,8.8.0,16,openstack,https://opendev.org/openstack/oslo.config
oslo.context,4.1.0,6,openstack,https://opendev.org/openstack/oslo.context
oslo.db,11.2.0,39,openstack,https://opendev.org/openstack/oslo.db
oslo.i18n,5.1.0,1,openstack,https://opendev.org/openstack/oslo.i18n
oslo.log,4.7.0,29,openstack,https://opendev.org/openstack/oslo.log
oslo.middleware,4.5.1,34,OpenStack,https://docs.openstack.org/oslo.middleware/latest/
oslo.policy,4.0.0,27,openstack,https://docs.openstack.org/oslo.policy/latest/
oslo.serialization,4.3.0,16,openstack,https://opendev.org/openstack/oslo.serialization
oslo.service,2.8.0,39,openstack,https://docs.openstack.org/oslo.service/latest/
oslo.utils,4.12.2,14,openstack,https://opendev.org/openstack/oslo.utils
oslo.versionedobjects,2.5.0,65,openstack,https://github.com/openstack/oslo.versionedobjects
osmdroid,6.1.11,0,osmdroid,https://osmdroid.github.io/osmdroid/index.html
osprofiler,3.4.0,32,openstack,https://opendev.org/openstack/osprofiler
osqp,0.6.2,0,University of Oxford Control Group,https://osqp.org/
OTF2,3.0,0,VI-HPS,https://www.vi-hps.org/projects/score-p/
otl,4.0.470,0,Sergei Kuchin,http://otl.sourceforge.net
OWASP AntiSamy,1.6.8,10,owasp,https://owasp.org/www-project-antisamy/
owasp-esapi-java,2.4.0.0,21,Enterprise Security API,https://owasp.org/www-project-enterprise-security-api/
owasp-esapi-java,2.2.3.1,22,Enterprise Security API,https://owasp.org/www-project-enterprise-security-api/
owasp-java-html-sanitizer,20211018.2,14,OWASP,https://github.com/OWASP/java-html-sanitizer/releases
owasp-modsecurity-crs,v3.3.2,0,owasp,https://coreruleset.org/
p7zip - p7zip,v17.04,0,szcnick,https://github.com/jinfeihan57/p7zip
pac4j,4.5.5,126,pac4j,http://www.pac4j.org/
Pacemaker,1.1.23,0,ClusterLabs,http://www.linux-ha.org/wiki/Downloads£»https://github.com/ClusterLabs/pacemaker
pagehelper,5.3.1,1,pagehelper,https://github.com/pagehelper/Mybatis-PageHelper
pagehelper,5.3.0,1,pagehelper,https://github.com/pagehelper/Mybatis-PageHelper
pagehelper-spring-boot,v1.4.2,22,pagehelper,https://github.com/pagehelper/pagehelper-spring-boot
paho.mqtt.c,v1.3.8,0,Eclipse Foundation,http://eclipse.org
paho.mqtt.golang,v1.3.3,6,Eclipse Foundation,https://www.eclipse.org/paho/
paho.mqtt.java,v1.2.5,0,IBM,https://www.eclipse.org/paho/
paho.mqtt.python,v1.6.1,0,Eclipse Foundation,https://www.eclipse.org/
Pam,1.5.2,3,Linux-PAM,http://www.linux-pam.org
pandas,1.3.5,5,pandas-dev,https://pandas.pydata.org/
Pango,1.48.3,0,GNOME,http://www.pango.org/
paramiko,2.10.5,6,Jeff Forcier,https://github.com/paramiko/paramiko/
paramiko,2.10.3,7,Jeff Forcier,https://github.com/paramiko/paramiko/
parquet-format,2.9.0,0,Apache,https://parquet.apache.org/
parquet-mr,1.11.2,85,apache,https://parquet.apache.org
Parse,1.19.3,0,Parse Community,https://parseplatform.org/
Parse-SDK-Android,2.0.6,0,parse-community,https://github.com/parse-community/Parse-SDK-Android
parse5,v6.0.1,0,inikulin,https://github.com/inikulin/parse5
parsy,1.4.0,0,Jeanine Adkisson,https://github.com/python-parsy/parsy
patchelf,0.12,0,Nix/Nixpkgs/NixOS,http://nixos.org/
path-to-regexp,6.2.0,0,pillarjs,https://github.com/pillarjs/path-to-regexp
patrickmn/go-cache,46f407853014144407b6c2ec7ccc76bf67958d93,0,patrickmn,https://patrickmn.com/projects/go-cache/
pborman/uuid,c2e21a1aec88d4908d60709d4b435ef4af514011,1,pborman,https://github.com/pborman/uuid
pbr,5.9.0,0,openstack,https://docs.openstack.org/pbr/latest/user/index.html
pciutils,3.7.0,3,pciutils,http://mj.ucw.cz/sw/pciutils/
pcl,1.11.1,2,Point Cloud Library,https://github.com/PointCloudLibrary/pcl
PCRE2,pcre2-10.39,0,Philip Hazel,http://www.pcre.org/
PC_UIKit,PC_UIKit_1.0.0.0,0,PC_UIKit,https://gitee.com/pc-uikit/PC_UIKit
pdf.js,v2.13.216,0,Mozilla,https://github.com/mozilla/pdf.js
pdf2image,1.13.1,0,Belval,https://github.com/Belval/pdf2image
PdfBox-Android,v2.0.17.0,1,TomRoush,https://github.com/TomRoush/PdfBox-Android
pdfium,6489c0e7dc806db4363cfc5d91033b4bc83d35bc,0,google,https://pdfium.googlesource.com/pdfium.git
pdfmake,0.1.70,116,pdfmake,http://pdfmake.org/
pdfpig,0.1.4,0,UglyToad,https://github.com/UglyToad/PdfPig
pdfplumber,0.5.27,6,Jeremy Singer-Vine,https://github.com/jsvine/pdfplumber
penlight,1.12.0,0,Lunar Modules,https://lunarmodules.github.io/Penlight/
Pentaho - Business Intelligence - Data Integration,9.2.0.0-290,32,Hitachi,https://www.hitachivantara.com/en-us/products/data-management-analytics/pentaho.html
pentaho-kettle,9.2.0.0-R,81,pentaho,https://github.com/pentaho/pentaho-kettle
pentaho-reporting,9.1.0.1-R,6,pentaho,https://community.hitachivantara.com/s/article/pentaho-reporting
Perl,5.35.10,0,Perl Foundation,https://www.perl.org/get.html
Pexpect - Pure Python Expect-like module,4.8.0,1,pexpect,https://github.com/pexpect/pexpect/
pg,8.7.3,0,Javascript,https://node-postgres.com/
pg8000,1.19.0,0,tlocke,https://github.com/tlocke/pg8000
pgAudit,1.3.4,0,pgaudit,https://www.pgaudit.org/
pgpool-II,4.1.11,0,pgpool Global Development Group,http://www.pgpool.net/mediawiki/index.php/Main_Page
PGPy,0.5.4,5,SecurityInnovation,https://github.com/SecurityInnovation/PGPy
PhotoView Library,2.3.0,0,chrisbanes,https://github.com/chrisbanes/PhotoView
PHP,8.1.8,13,PHP,http://www.php.net/
PHP,8.1.7,13,PHP,http://www.php.net/
PHP,8.1.4,13,PHP,http://www.php.net/
picasso,2.8,0,Square,http://square.github.io/picasso/
piet,v0.5.0,4,linebender,https://github.com/linebender/piet
pika,1.2.0,19,pika,https://pika.readthedocs.io/en/stable/
Pillow,9.0.1,0,python-pillow,https://python-pillow.org
pin-project,v1.0.10,0,taiki-e,https://github.com/taiki-e/pin-project/
pinia,2.0.11,3,Eduardo San Martin Morote,https://github.com/vuejs/pinia
pip,22.0.4,0,pypa,https://pip.pypa.io/
pixman,0.40.0,0,pixman,http://www.pixman.org/
pkg/term,v1.1.0,1,pkg,https://github.com/pkg/term
pkixssh,13.2.2,0,roumenpetrov,https://roumenpetrov.info/secsh/index.html
placement,2.0.0,93,openstack,https://opendev.org/openstack/placement
platformio-core,4.3.3,13,platformio,https://github.com/platformio/platformio-core
platformio-home,3.2.2,0,platformio,https://github.com/platformio/platformio-home
plato,0.1.0,9,Tencent,https://github.com/Tencent/plato;https://cloud.tencent.com/developer/article/1601045
plexus-utils,3.4.1,0,Codehaus Plexus,https://codehaus-plexus.github.io/plexus-utils/
pmml4s,0.9.9,6,AutoDeployAI,https://www.pmml4s.org/
pnotify,5.2.0,0,sciactive,https://sciactive.com/pnotify/
POCO - The C++ Portable Components,1.11.1,0,Technical Steering Committee,http://pocoproject.org/
poi-tl,1.11.1,6,Sayi,http://deepoove.com/poi-tl/
polyfill-library,3.95.0,0,Financial Times,https://github.com/Financial-Times/polyfill-library
Popper.js,2.11.2,0,apache,https://github.com/apache/olingo-odata2
Portable UPnP SDK,1.14.12,0,mrjimenez,https://github.com/pupnp/pupnp
postcss,8.4.12,3,PostCSS,https://postcss.org
postcss-import,14.0.2,9,postcss,https://github.com/postcss/postcss-import
postcss-selector-parser,v6.0.9,2,postcss,https://github.com/postcss/postcss-selector-parser
postcss-value-parser,v4.2.0,0,styled-components,https://github.com/TrySound/postcss-value-parser
PostGIS,3.2.0,0,OSGeo,http://www.postgis.org/
PostgreSQL Database Server,11.13,0,The PostgreSQL Global Development Group,http://www.postgresql.org/
Postgresql JDBC Driver,42.3.3,1,The PostgreSQL Global Development Group,http://jdbc.postgresql.org/index.html
PostgreSQL PL/Java,1.5.2,0,Tada AB - Taby Sweden,https://github.com/tada/pljava
postgresql-hll,v2.16,0,citusdata,https://github.com/citusdata/postgresql-hll
powermock,2.0.9,2,powermock,https://github.com/powermock/powermock
ppp - Pauls PPP Package,2.4.9,0,ppp,http://ppp.samba.org/index.html
PptxGenJS,v3.5.0,17,gitbrent,https://gitbrent.github.io/PptxGenJS/
pq,v1.10.4,0,Daniel Farina,https://pkg.go.dev/github.com/lib/pq
PresentMon,1.7.1,0,intel,https://github.com/GameTechDev/PresentMon
prettier,2.6.2,0,prettier,https://prettier.io/
primeicons,4.1.0,0,PrimeFaces,https://www.primefaces.org/
primeng,11.3.1,1,PrimeTek Informatics,https://www.primefaces.org/primeng/#/
Prism,8.0.0.1909,0,Microsoft,https://github.com/PrismLibrary/Prism
ProComponents,2.70.0,48,ant-design,https://procomponents.ant.design
procps-ng,3.3.17,1,procps-ng,https://sourceforge.net/projects/procps-ng/
proguard,7.2.1,8,Guardsquare,https://github.com/Guardsquare/proguard
PROJ.4 - Cartographic Projections Library,8.2.1,0,OSGeo,http://trac.osgeo.org/proj/
proj4js,2.7.5,2,proj4js,http://proj4js.org/
projectcalico/calico,v3.21.3,1353,projectcalico,https://projectcalico.docs.tigera.io/about/about-calico
Prometheus,v2.34.0,0,prometheus,https://github.com/prometheus/prometheus
prometheus-client,0.14.1,0,psf,https://github.com/prometheus/client_python
prometheus-cpp,v1.0.0,2,Jupp Mueller(¸öÈË),https://github.com/jupp0r/prometheus-cpp
prometheus-operator,v0.52.0,0,prometheus-operator,https://prometheus-operator.dev
prometheus/client_model,a863571f36499140c0dbeb5d704144490c6f59e6,0,prometheus,https://prometheus.io/
prop-types,15.8.1,4,facebook,https://github.com/facebook/prop-types
prophet,1.1,14,Emsu,https://facebook.github.io/prophet
prophet,1.0,0,Emsu,https://facebook.github.io/prophet
prost,v0.8.0,0,tokio-rs,https://github.com/tokio-rs/prost
protoactor-go,df2fc305778c5875a88880f2eb376a4298622f73,16,Asynkron,https://proto.actor
protobuf-c,1.3.3,0,protobuf-c,https://github.com/protobuf-c/protobuf-c
protostuff,1.8.0,24,protostuff,https://github.com/protostuff/protostuff
pseudo,1.9.0,0,Yocto Project,https://git.yoctoproject.org/pseudo
psmisc,23.4,1,psmisc,http://sourceforge.net/projects/psmisc/?source=navbar
PSQL ODBC,13.02.0000,0,Dave Page,https://odbc.postgresql.org/
psutil,5.9.0,0,giampaolo,https://github.com/giampaolo/psutil
psycopg,2.9.1,0,Daniele Varrazzo,http://initd.org/psycopg
ptyprocess,0.7.0,0,pexpect,https://github.com/pexpect/ptyprocess
pugixml,1.11.4,0,pugixml,https://pugixml.org/
pulp,2.4,3,coin-or,https://github.com/coin-or/pulp
PulseAudio,14.2,0,"Lennart Poettering, Pierre Ossman, Colin Guthrie, Arun Raghavan, Tanu Kaskinen, David Henningsson, Georg Chini",http://pulseaudio.org/
puppeteer,v5.5.0,0,GoogleChrome,https://developers.google.com/web/tools/puppeteer
Pure-FTPd,1.0.50,0,pureftpd,http://www.pureftpd.org
pushy,0.15.1,16,jchambers,https://github.com/jchambers/pushy
PuTTY,0.76,0,Simon Tatham,https://www.chiark.greenend.org.uk/~sgtatham/putty/
Py4J,0.10.9.1,0,py4j,https://www.py4j.org/
pyang,2.5.3,1,mbj4668,https://pypi.org/project/pyang/
pyarmor,6.8.0,0,pypi,http://pyarmor.dashingsoft.com/
pyarrow,7.0.0,1,apache,https://arrow.apache.org/
pyautogui,0.9.53,0,Al Sweigart,https://pyautogui.readthedocs.io/en/latest/
PyAV,9.1.0,0,mikeboers,https://github.com/mikeboers/PyAV
pybind11,2.6.2,0,pybind11,https://pybind11.readthedocs.io/en/latest/
pycdlib,v1.12.0,0,Chris Lalancette,https://github.com/clalancette/pycdlib
pycparser,2.21,0,eliben,https://github.com/eliben/pycparser
pycryptodome,3.12.0,0,Legrandin,https://www.pycryptodome.org
pycurl,7.45.1,1,pycurl,http://pycurl.sourceforge.net/£»https://github.com/pycurl/pycurl
pydantic,1.8.2,2,Samuel Colvin,https://pydantic-docs.helpmanual.io/
pydev for eclipse - pydev,7.7.0,0,fabioz,http://sourceforge.net/projects/pydev/
pyecharts,1.9.0,8,pyecharts,https://github.com/pyecharts/pyecharts
pyelftools,0.28,0,Eli Bendersky,https://github.com/eliben/pyelftools
PYGRESQL,5.2.4,0,PyGreSQL,http://www.pygresql.org/
PyInstaller,4.10,6,PyInstaller,http://www.pyinstaller.org/
PyJWT,2.4.0,0,Jos¨¦ Padilla,https://pyjwt.readthedocs.io
PyJWT,2.0.1,43,Jos¨¦ Padilla,https://pyjwt.readthedocs.io
PyMongo,3.11.2,0,mongodb,https://pymongo.readthedocs.io/en/stable/
PyMySQL,1.0.2,0,PyMySQL,https://github.com/PyMySQL/PyMySQL/
PyNaCl,1.5.0,2,pyca,https://pynacl.readthedocs.io/
pynsq,0.9.1,1,nsqio,https://github.com/nsqio/pynsq
pyodbc,4.0.32,0,mkleehammer,https://github.com/mkleehammer/pyodbc
pyOpenSSL,22.0.0,3,pyca,https://pypi.python.org/pypi/pyOpenSSL
pyparsing,3.0.7,0,pyparsing,https://github.com/pyparsing/pyparsing/
PyPika,0.49.0,0,kayak,https://github.com/kayak/pypika
pypmml,0.9.9,1,autodeployai,https://github.com/autodeployai/pypmml
pypsrp,v0.8.1,15,jborean93,https://github.com/jborean93/pypsrp
pyrad,2.4,4,Christian Giese and Istvan Ruzman,https://github.com/pyradius/pyrad
pysaml2,7.0.1,17,IdentityPython,https://github.com/IdentityPython/pysaml2
pyserial,3.5,0,pySerial,https://pypi.org/project/pyserial/
pytest,6.2.5,8,pytest-dev,https://docs.pytest.org/en/latest/
Python,3.9.11,0,Python,https://www.python.org/
Python,3.10.2,1,Python,https://www.python.org/
python-aodhclient,1.3.0,69,OpenStack,https://opendev.org/openstack/python-aodhclient
python-binary-memcached,v0.30.1,2,jaysonsantos,https://github.com/jaysonsantos/python-binary-memcached
python-ceilometerclient,2.9.1,37,openstack,https://opendev.org/openstack/python-ceilometerclient
python-cffi,1.15.0,1,readthedocs,http://cffi.readthedocs.org
python-cinderclient,5.0.1,37,openstack,https://opendev.org/openstack/python-cinderclient
python-cryptography,37.0.2,3,pyca,https://cryptography.io/
python-cyborgclient,0.4.0,70,openstack,https://opendev.org/openstack/python-cyborgclient
python-dateutil,2.8.2,1,dateutil,https://dateutil.readthedocs.io
python-docx,0.8.11,1,python-openxml,https://python-docx.readthedocs.io
python-docx-template,v0.15.2,7,Eric Lapouyade,https://docxtpl.readthedocs.io
python-ecdsa,0.17.0,1,tlsfuzzer,https://github.com/warner/python-ecdsa
python-engineio,4.0.1,0,miguelgrinberg,https://github.com/miguelgrinberg/python-engineio/
python-etcd3,0.12.0,4,Louis Taylor,https://github.com/kragniz/python-etcd3/
python-future,0.18.2,0,PythonCharmers,https://python-future.org/
python-glanceclient,2.17.0,47,openstack,https://opendev.org/openstack/python-glanceclient
python-heatclient,1.18.1,63,openstack,https://opendev.org/openstack/python-heatclient
python-ipy,1.01,0,autocracy,https://github.com/autocracy/python-ipy
python-ironicclient,3.1.2,68,openstack,https://opendev.org/openstack/python-ironicclient
python-jenkins,1.7.0,1,Ken Conley,https://opendev.org/jjb/python-jenkins
python-keystoneclient,3.21.0,45,openstack,https://opendev.org/openstack/python-keystoneclient
python-neutronclient,6.14.0,77,openstack,https://opendev.org/openstack/python-neutronclient
python-novaclient,15.1.0,38,openstack,https://opendev.org/openstack/python-novaclient
python-rsa,4.7.2,0,sybrenstuvel,https://stuvel.eu/rsa
python-semanticversion,2.8.5,0,rbarrois,https://semver.org/
python-socketio,5.1.0,0,miguelgrinberg,https://github.com/miguelgrinberg/python-socketio/
python-swiftclient,3.8.1,18,openstack,https://opendev.org/openstack/python-swiftclient
python-xmlschema,1.6.2,1,sissaschool,https://github.com/sissaschool/xmlschema
python-zstandard,0.16.0,0,indygreg,https://github.com/indygreg/python-zstandard
pytorch,v1.10.2,1,pytorch,https://pytorch.org/
pytz,2021.3,0,Stuart Bishop,http://pythonhosted.org/pytz
pywin32,303,0,mhammond,https://github.com/mhammond/pywin32
pywin32-ctypes,0.2.0,0,enthought,https://github.com/enthought/pywin32-ctypes
pywinrm,v0.4.2,12,diyan,https://github.com/diyan/pywinrm/
PyYAML,6.0,0,PyYAML,https://pyyaml.org/
QEMU,4.1.0,0,qemu,https://www.qemu.org
qiankun,2.6.3,0,UmiJS,https://qiankun.umijs.org/
QLExpress,v3.3.0,3,Alibaba,https://github.com/alibaba/QLExpress
QLExpress,3.2.6,3,Alibaba,https://github.com/alibaba/QLExpress
QR-Code-generator,1.7.0,0,Nayuki,https://www.nayuki.io/page/qr-code-generator-library
qrcode-generator,js1.4.4,0,kazuhikoarase,https://kazuhikoarase.github.io/qrcode-generator/js/demo/
qrcode.vue,1.7.0,0,scope.wu,https://scopewu.github.io/qrcode.vue/
qs,6.10.0,7,ljharb,https://github.com/ljharb/qs
QT,5.15.3,0,The Qt Company,https://www.qt.io/
Quagga,1.2.4,0,Quagga,https://www.nongnu.org/quagga/
Quartz,2.3.2,4,quartz-scheduler,http://quartz-scheduler.org/
QuickJS,2020-11-08,0,bellard,https://bellard.org/
Qwt - Qt Widgets for Technical Applications,6.2.0,0,Uwe Rathmann,http://qwt.sourceforge.net/
QXlsx,v1.4.3,0,Debao Zhang,https://qtexcel.github.io/QXlsx/
r8,4.0,0,google,https://r8.googlesource.com/r8/
rabbitmq-java-client,5.14.2,1,rabbitmq,https://www.rabbitmq.com/
rabbitmq-server,3.8.22,0,rabbitmq,http://www.rabbitmq.com/
Ragel,6.10,0,Adrian D. Thurston,http://www.colm.net/open-source/ragel/
rand,0.8.4,6,rust-lang-nursery,https://crates.io/crates/rand
ranger,2.1.0,691,The Apache Software Foundation,http://ranger.apache.org/
ranger,2.0.0,656,The Apache Software Foundation,http://ranger.apache.org/
rapidjson,b1a4d91a53e0884ff7f60eafd9e9efa98781c97b,0,Tencent,http://rapidjson.org/
rasterio,1.2.6,6,mapbox,https://rasterio.readthedocs.io/en/latest/
rasterstats,0.15.0,10,perrygeo,https://pythonhosted.org/rasterstats/
rc-form,2.4.12,18,react-component,https://github.com/react-component/form
rc-tree,4.1.5,10,react-component,https://github.com/react-component/tree
rc-upload,4.2.0,6,react-component,https://upload-react-component.vercel.app/
rdma-core,31.0,0,linux-rdma,https://github.com/linux-rdma/rdma-core
re2j,1.6,0,google,https://github.com/google/re2j
react,17.0.2,175,facebook,https://reactjs.org/
react-ace,9.5.0,9,securingsincity,https://github.com/securingsincity/react-ace
react-color,2.18.1,10,casesandberg,https://casesandberg.github.io/react-color/
react-copy-to-clipboard,v5.0.3,7,nkbt,https://github.com/nkbt/react-copy-to-clipboard
react-dnd,14.0.0,9,react-dnd,http://react-dnd.github.io/react-dnd
react-grid-layout,1.2.5,9,Samuel Reed,https://strml.github.io/react-grid-layout/examples/0-showcase.html
react-i18next,11.8.10,4,i18next,https://react.i18next.com/
react-markdown,8.0.2,69,Espen Hovlandsdal,https://github.com/rexxars/react-markdown
react-native,0.68.1,552,facebook,https://github.com/facebook/react-native
react-native-blur,3.6.1,0,React Native,https://github.com/react-native-community/react-native-blur
react-native-community-viewpager,5.4.0,0,callstack,https://github.com/callstack/react-native-pager-view
react-native-community/async-storage,1.11.0,0,react-native-community,https://github.com/react-native-community/async-storage
react-native-fast-image,8.5.11,0,github,https://github.com/DylanVann/react-native-fast-image
react-native-image-picker,4.7.3,0,React Native Community,https://github.com/react-native-community/react-native-image-picker
react-native-router-flux,4.3.1,0,GitHub,https://github.com/aksonov/react-native-router-flux
react-native-sound,0.11.2,0,github,https://github.com/zmxv/react-native-sound
react-native-svg,v12.3.0,12,react-native-community,https://github.com/react-native-community/react-native-svg
react-native-webview,11.18.1,4,react-native-community,https://github.com/react-native-community/react-native-webview
react-redux,7.2.4,15,reduxjs,https://react-redux.js.org
react-resizable,3.0.4,7,STRML,https://github.com/react-grid-layout/react-resizable
react-rnd,10.1.10,10,bokuweb,https://bokuweb.github.io/react-rnd/stories
react-router,5.2.1,19,ReactTraining,https://github.com/ReactTraining/react-router
react-syntax-highlighter,13.0.0,24,conorhastings,https://github.com/conorhastings/react-syntax-highlighter
react-transition-group,4.4.2,9,reactcommunity,https://reactcommunity.org/react-transition-group/
react-virtualized,v9.22.2,11,bvaughn,http://www.reactvirtualized.com
react-window,1.8.6,3,bvaughn,https://www.npmjs.com/package/react-window
reactive-streams-jvm,1.0.3,0,reactive-streams,https://github.com/reactive-streams/reactive-streams-jvm
Reactor Core,3.4.3,1,reactor,https://github.com/reactor/reactor-core
reactor-netty,1.0.4,4,Reactor,https://github.com/reactor/reactor-netty
